Vx	Vy	Vz	Wx	Wy	Wz	fi	psi	teta	Ksi	Eta	Dzeta	T	Tng	Tkg	Tnb	Tkb	Lat	Long
2.000	-0.005	-0.003	0.000	0.006	-0.008	-0.071	-1.579	0.050	2012.881	-370.640	1612.662	929.126	-100.000	100.000	-100.000	100.000	69.236450	16.497282
2.000	0.000	-0.002	-0.000	-0.002	-0.007	-0.071	-1.578	0.042	2012.869	-370.550	1614.660	929.126	100.000	-100.000	-100.000	100.000	69.236450	16.497333
2.000	0.004	-0.003	0.000	0.000	-0.004	-0.071	-1.580	0.037	2012.854	-370.470	1616.659	929.126	-100.000	100.000	100.000	-100.000	69.236450	16.497383
2.000	0.006	-0.002	-0.000	0.003	-0.001	-0.071	-1.580	0.032	2012.837	-370.396	1618.657	929.126	100.000	-100.000	100.000	-100.000	69.236450	16.497434
2.000	0.004	-0.001	-0.000	-0.005	0.013	-0.071	-1.579	0.037	2012.823	-370.324	1620.656	929.126	100.000	-100.000	100.000	-100.000	69.236449	16.497485
2.000	-0.004	-0.002	-0.000	0.000	0.017	-0.071	-1.580	0.051	2012.806	-370.237	1622.654	929.126	-100.000	100.000	100.000	-100.000	69.236449	16.497535
2.000	-0.010	-0.003	-0.000	0.004	0.007	-0.071	-1.581	0.060	2012.788	-370.132	1624.651	929.126	-100.000	100.000	-100.000	100.000	69.236449	16.497586
2.000	-0.012	-0.001	-0.000	0.008	-0.003	-0.071	-1.575	0.063	2012.774	-370.017	1626.647	929.126	-100.000	100.000	-100.000	100.000	69.236449	16.497637
2.000	-0.006	0.002	-0.000	0.004	-0.017	-0.072	-1.571	0.052	2012.768	-369.909	1628.644	929.126	100.000	-100.000	-100.000	100.000	69.236449	16.497687
2.000	0.004	0.003	-0.000	-0.004	-0.008	-0.072	-1.572	0.038	2012.765	-369.820	1630.642	929.126	100.000	-100.000	100.000	-100.000	69.236449	16.497738
2.000	0.007	0.000	-0.000	-0.006	-0.002	-0.071	-1.577	0.034	2012.757	-369.745	1632.641	929.126	100.000	-100.000	-100.000	100.000	69.236449	16.497789
2.000	0.006	-0.002	-0.000	0.001	0.002	-0.071	-1.581	0.035	2012.741	-369.671	1634.639	929.126	-100.000	100.000	-100.000	100.000	69.236449	16.497840
2.000	0.005	-0.002	-0.000	0.000	0.009	-0.071	-1.581	0.037	2012.724	-369.595	1636.638	929.126	-100.000	100.000	100.000	-100.000	69.236449	16.497890
2.000	-0.000	-0.002	-0.000	-0.003	0.008	-0.071	-1.581	0.045	2012.706	-369.511	1638.636	929.126	100.000	-100.000	-100.000	100.000	69.236448	16.497941
2.000	-0.004	-0.003	-0.000	-0.001	0.008	-0.071	-1.584	0.052	2012.686	-369.416	1640.634	929.126	-100.000	100.000	100.000	-100.000	69.236448	16.497992
2.000	-0.008	-0.005	-0.000	-0.005	0.008	-0.071	-1.589	0.060	2012.658	-369.311	1642.631	929.126	-100.000	100.000	100.000	-100.000	69.236448	16.498042
2.000	-0.009	-0.007	-0.000	0.001	-0.000	-0.071	-1.592	0.061	2012.623	-369.198	1644.627	929.126	-100.000	100.000	100.000	-100.000	69.236448	16.498093
2.000	-0.008	-0.005	-0.000	-0.001	-0.004	-0.071	-1.591	0.061	2012.588	-369.084	1646.623	929.126	100.000	-100.000	-100.000	100.000	69.236447	16.498144
2.000	-0.003	-0.005	-0.000	-0.003	0.000	-0.071	-1.593	0.054	2012.551	-368.976	1648.620	929.126	100.000	-100.000	100.000	-100.000	69.236447	16.498194
2.000	-0.000	-0.004	-0.000	-0.002	-0.005	-0.071	-1.592	0.049	2012.512	-368.875	1650.617	929.126	100.000	-100.000	100.000	-100.000	69.236447	16.498245
2.000	0.001	-0.005	-0.000	-0.001	0.001	-0.071	-1.596	0.047	2012.470	-368.779	1652.614	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.498295
2.000	0.002	-0.004	-0.000	0.004	0.001	-0.071	-1.594	0.046	2012.427	-368.684	1654.611	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.498346
2.000	0.000	-0.001	0.000	0.006	-0.004	-0.071	-1.587	0.047	2012.391	-368.588	1656.609	929.126	-100.000	100.000	-100.000	100.000	69.236446	16.498397
2.000	0.003	0.002	-0.000	0.012	-0.002	-0.071	-1.579	0.042	2012.364	-368.498	1658.606	929.126	-100.000	100.000	100.000	-100.000	69.236445	16.498447
2.000	0.001	0.008	0.000	0.010	0.004	-0.072	-1.567	0.046	2012.355	-368.408	1660.604	929.126	100.000	-100.000	-100.000	100.000	69.236445	16.498498
2.000	-0.000	0.009	0.000	0.001	-0.001	-0.072	-1.563	0.046	2012.359	-368.315	1662.602	929.126	-100.000	100.000	-100.000	100.000	69.236445	16.498549
2.000	-0.002	0.009	0.000	0.001	0.006	-0.072	-1.561	0.050	2012.368	-368.219	1664.600	929.126	-100.000	100.000	100.000	-100.000	69.236445	16.498600
2.000	-0.004	0.008	0.000	0.001	-0.004	-0.072	-1.561	0.053	2012.379	-368.118	1666.597	929.126	-100.000	100.000	-100.000	100.000	69.236445	16.498650
2.000	-0.001	0.007	0.000	0.002	-0.006	-0.072	-1.562	0.048	2012.390	-368.019	1668.594	929.126	-100.000	100.000	-100.000	100.000	69.236446	16.498701
2.000	0.002	0.006	0.000	-0.004	-0.003	-0.072	-1.563	0.044	2012.401	-367.926	1670.592	929.126	57.600	-57.600	100.000	-100.000	69.236446	16.498752
2.000	0.003	0.005	0.000	-0.001	-0.006	-0.072	-1.563	0.041	2012.411	-367.839	1672.590	929.126	100.000	-100.000	-100.000	100.000	69.236446	16.498802
2.000	0.004	0.002	0.000	-0.005	0.004	-0.072	-1.569	0.040	2012.417	-367.756	1674.588	929.126	-100.000	100.000	-100.000	100.000	69.236446	16.498853
2.000	0.004	0.001	0.000	-0.002	-0.004	-0.072	-1.570	0.038	2012.418	-367.673	1676.586	929.126	-22.151	22.151	-100.000	100.000	69.236446	16.498904
2.000	0.005	0.001	0.000	0.004	0.001	-0.072	-1.569	0.037	2012.419	-367.594	1678.585	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.498954
2.000	0.004	0.004	0.000	0.005	0.000	-0.072	-1.564	0.037	2012.426	-367.516	1680.583	929.126	100.000	-100.000	-100.000	100.000	69.236446	16.499005
2.000	0.002	0.004	0.000	-0.002	0.010	-0.072	-1.564	0.041	2012.437	-367.435	1682.582	929.126	100.000	-100.000	100.000	-100.000	69.236446	16.499056
2.000	-0.003	0.002	-0.000	0.002	0.005	-0.072	-1.564	0.049	2012.448	-367.345	1684.580	929.126	-100.000	100.000	-100.000	100.000	69.236446	16.499106
2.000	-0.006	0.002	-0.000	-0.001	0.002	-0.072	-1.564	0.054	2012.459	-367.245	1686.577	929.126	100.000	-100.000	100.000	-100.000	69.236446	16.499157
2.000	-0.003	0.003	-0.000	0.002	-0.007	-0.072	-1.562	0.049	2012.471	-367.145	1688.574	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.499208
2.000	0.002	0.003	-0.000	0.004	-0.010	-0.072	-1.561	0.040	2012.487	-367.056	1690.572	929.126	-100.000	100.000	-100.000	100.000	69.236446	16.499258
2.000	0.007	0.003	-0.000	-0.002	-0.002	-0.072	-1.562	0.033	2012.503	-366.979	1692.571	929.126	100.000	-100.000	100.000	-100.000	69.236447	16.499309
2.000	0.005	0.002	-0.000	-0.002	0.005	-0.072	-1.563	0.036	2012.518	-366.905	1694.569	929.126	-25.493	25.493	100.000	-100.000	69.236447	16.499360
2.000	0.003	0.003	-0.000	0.004	-0.000	-0.072	-1.561	0.037	2012.535	-366.826	1696.568	929.126	-100.000	100.000	100.000	-100.000	69.236447	16.499410
2.000	0.003	0.003	-0.000	-0.000	-0.001	-0.072	-1.560	0.037	2012.553	-366.749	1698.566	929.126	100.000	-100.000	-100.000	100.000	69.236447	16.499461
2.000	0.004	0.002	-0.000	0.001	-0.004	-0.072	-1.562	0.034	2012.572	-366.674	1700.564	929.126	-100.000	100.000	100.000	-100.000	69.236447	16.499512
2.000	0.003	0.002	0.000	0.002	0.011	-0.072	-1.559	0.037	2012.590	-366.600	1702.563	929.126	-100.000	100.000	100.000	-100.000	69.236447	16.499563
2.000	-0.005	0.004	0.000	0.003	0.008	-0.072	-1.553	0.049	2012.616	-366.514	1704.561	929.126	100.000	-100.000	-100.000	100.000	69.236448	16.499613
2.000	-0.004	0.003	0.000	-0.003	-0.011	-0.072	-1.556	0.047	2012.646	-366.419	1706.558	929.126	-100.000	100.000	-100.000	100.000	69.236448	16.499664
2.000	0.002	0.001	0.000	-0.010	-0.014	-0.072	-1.562	0.037	2012.669	-366.336	1708.557	929.126	100.000	-100.000	-100.000	100.000	69.236448	16.499715
2.000	0.008	-0.004	0.000	-0.006	0.000	-0.072	-1.574	0.029	2012.676	-366.267	1710.555	929.126	-100.000	100.000	100.000	-100.000	69.236448	16.499765
2.000	0.008	-0.005	0.000	-0.004	0.001	-0.071	-1.577	0.028	2012.672	-366.202	1712.554	929.126	100.000	-100.000	100.000	-100.000	69.236448	16.499816
2.000	0.009	-0.006	0.000	0.004	0.001	-0.071	-1.578	0.026	2012.664	-366.141	1714.553	929.126	-100.000	100.000	100.000	-100.000	69.236448	16.499867
2.000	0.006	-0.004	0.000	0.001	0.003	-0.071	-1.575	0.030	2012.658	-366.079	1716.552	929.126	100.000	-100.000	-100.000	100.000	69.236448	16.499917
2.000	0.006	-0.003	0.000	-0.000	-0.005	-0.071	-1.574	0.028	2012.654	-366.015	1718.551	929.126	100.000	-100.000	100.000	-100.000	69.236448	16.499968
2.000	0.005	-0.002	0.000	-0.001	0.011	-0.072	-1.573	0.030	2012.652	-365.954	1720.550	929.126	100.000	-100.000	100.000	-100.000	69.236448	16.500019
2.000	0.000	-0.002	0.000	0.001	0.010	-0.072	-1.573	0.037	2012.650	-365.885	1722.549	929.126	100.000	-100.000	100.000	-100.000	69.236448	16.500070
2.000	-0.004	-0.002	0.000	0.000	0.002	-0.071	-1.573	0.044	2012.648	-365.805	1724.547	929.126	-100.000	100.000	-100.000	100.000	69.236448	16.500120
2.000	-0.005	-0.001	0.000	0.005	-0.003	-0.072	-1.570	0.045	2012.648	-365.720	1726.545	929.126	-100.000	100.000	-100.000	100.000	69.236448	16.500171
2.000	-0.003	0.001	0.000	-0.004	-0.001	-0.072	-1.568	0.043	2012.653	-365.637	1728.543	929.126	100.000	-100.000	-100.000	100.000	69.236448	16.500222
2.000	-0.004	-0.001	0.000	-0.001	-0.006	-0.072	-1.572	0.043	2012.655	-365.553	1730.542	929.126	-100.000	100.000	-100.000	100.000	69.236448	16.500272
2.000	0.000	-0.002	0.000	-0.004	-0.006	-0.071	-1.574	0.038	2012.653	-365.474	1732.540	929.126	100.000	-100.000	-100.000	100.000	69.236448	16.500323
2.000	0.002	-0.002	0.000	-0.002	-0.001	-0.071	-1.575	0.036	2012.648	-365.400	1734.539	929.126	100.000	-100.000	100.000	-100.000	69.236448	16.500374
2.000	0.002	-0.003	0.000	-0.002	-0.001	-0.071	-1.577	0.036	2012.640	-365.327	1736.537	929.126	100.000	-100.000	100.000	-100.000	69.236448	16.500424
2.000	0.001	-0.004	-0.000	-0.000	0.006	-0.071	-1.579	0.038	2012.629	-365.253	1738.536	929.126	-100.000	100.000	100.000	-100.000	69.236448	16.500475
2.000	0.001	-0.003	-0.000	0.005	-0.005	-0.071	-1.577	0.036	2012.616	-365.177	1740.534	929.126	100.000	-100.000	-100.000	100.000	69.236448	16.500526
2.000	0.006	0.000	-0.000	0.002	-0.005	-0.071	-1.572	0.027	2012.610	-365.111	1742.533	929.126	100.000	-100.000	100.000	-100.000	69.236448	16.500577
2.000	0.005	0.001	-0.000	-0.001	0.003	-0.072	-1.572	0.029	2012.607	-365.051	1744.532	929.126	100.000	-100.000	-100.000	100.000	69.236448	16.500627
2.000	0.002	0.001	-0.000	0.007	0.004	-0.072	-1.570	0.034	2012.605	-364.985	1746.531	929.126	-100.000	100.000	-100.000	100.000	69.236447	16.500678
2.000	0.004	0.002	0.000	-0.002	-0.014	-0.072	-1.570	0.027	2012.607	-364.920	1748.530	929.126	100.000	-100.000	-100.000	100.000	69.236447	16.500729
2.000	0.006	0.002	0.000	-0.002	0.004	-0.072	-1.570	0.025	2012.608	-364.864	1750.529	929.126	100.000	-100.000	-100.000	100.000	69.236448	16.500779
2.000	0.001	0.001	-0.000	-0.002	0.003	-0.072	-1.570	0.033	2012.609	-364.802	1752.528	929.126	100.000	-100.000	-100.000	100.000	69.236448	16.500830
2.000	0.000	0.001	-0.000	-0.004	0.003	-0.072	-1.571	0.034	2012.610	-364.735	1754.527	929.126	100.000	-100.000	100.000	-100.000	69.236448	16.500881
2.000	-0.002	-0.001	-0.000	0.001	0.004	-0.072	-1.573	0.039	2012.607	-364.663	1756.526	929.126	100.000	-100.000	100.000	-100.000	69.236447	16.500931
2.000	-0.003	0.001	-0.000	0.005	-0.000	-0.072	-1.569	0.039	2012.606	-364.588	1758.525	929.126	-100.000	100.000	-100.000	100.000	69.236447	16.500982
2.000	-0.003	0.002	-0.000	0.000	-0.004	-0.072	-1.567	0.039	2012.611	-364.513	1760.523	929.126	100.000	-100.000	-100.000	100.000	69.236448	16.501033
2.000	-0.000	0.001	0.000	-0.003	-0.006	-0.072	-1.570	0.035	2012.615	-364.441	1762.522	929.126	-17.304	17.304	-100.000	100.000	69.236448	16.501084
2.000	0.004	-0.000	0.000	-0.002	-0.002	-0.072	-1.572	0.029	2012.615	-364.376	1764.521	929.126	-100.000	100.000	100.000	-100.000	69.236448	16.501134
2.000	0.004	-0.002	0.000	-0.002	0.006	-0.071	-1.576	0.029	2012.609	-364.316	1766.520	929.126	-100.000	100.000	100.000	-100.000	69.236448	16.501185
2.000	-0.002	-0.002	0.000	-0.002	0.005	-0.071	-1.576	0.038	2012.602	-364.247	1768.519	929.126	-100.000	100.000	-100.000	100.000	69.236447	16.501236
2.000	-0.003	-0.004	-0.000	-0.006	0.003	-0.071	-1.580	0.041	2012.591	-364.171	1770.517	929.126	100.000	-100.000	-100.000	100.000	69.236447	16.501286
2.000	-0.005	-0.007	-0.000	-0.011	-0.002	-0.071	-1.590	0.044	2012.567	-364.090	1772.515	929.126	100.000	-100.000	-100.000	100.000	69.236447	16.501337
2.000	-0.002	-0.010	0.000	-0.003	-0.004	-0.071	-1.597	0.041	2012.530	-364.009	1774.513	929.126	100.000	-100.000	100.000	-100.000	69.236447	16.501388
2.000	-0.002	-0.008	0.000	0.002	-0.004	-0.071	-1.594	0.041	2012.489	-363.931	1776.511	929.126	100.000	-100.000	-100.000	100.000	69.236446	16.501438
2.000	-0.002	-0.006	0.000	0.009	0.008	-0.071	-1.590	0.042	2012.452	-363.852	1778.509	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.501489
2.000	-0.005	-0.001	0.000	0.009	0.009	-0.071	-1.579	0.047	2012.427	-363.767	1780.507	929.126	100.000	-100.000	100.000	-100.000	69.236446	16.501540
2.000	-0.008	0.002	0.000	0.002	0.002	-0.072	-1.575	0.051	2012.414	-363.674	1782.505	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.501590
2.000	-0.008	0.002	0.000	0.004	-0.002	-0.072	-1.573	0.052	2012.405	-363.578	1784.502	929.126	-100.000	100.000	-100.000	100.000	69.236446	16.501641
2.000	-0.006	0.004	0.000	0.001	-0.001	-0.072	-1.569	0.050	2012.401	-363.482	1786.500	929.126	100.000	-100.000	-100.000	100.000	69.236446	16.501692
2.000	-0.004	0.005	0.000	0.003	-0.003	-0.072	-1.567	0.047	2012.402	-363.390	1788.498	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.501743
2.000	-0.002	0.006	-0.000	0.001	-0.005	-0.072	-1.562	0.043	2012.409	-363.303	1790.496	929.126	100.000	-100.000	-100.000	100.000	69.236446	16.501793
2.000	0.002	0.005	0.000	-0.004	-0.005	-0.072	-1.566	0.037	2012.417	-363.222	1792.494	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.501844
2.000	0.002	0.003	0.000	-0.005	0.003	-0.072	-1.569	0.038	2012.420	-363.145	1794.493	929.126	100.000	-100.000	100.000	-100.000	69.236446	16.501895
2.000	0.002	0.002	0.000	-0.002	-0.001	-0.072	-1.569	0.038	2012.421	-363.066	1796.491	929.126	100.000	-100.000	100.000	-100.000	69.236446	16.501945
2.000	0.001	0.002	0.000	0.002	0.002	-0.072	-1.569	0.039	2012.423	-362.988	1798.489	929.126	16.243	-16.243	-100.000	100.000	69.236446	16.501996
2.000	-0.003	0.003	0.000	-0.004	0.006	-0.072	-1.566	0.046	2012.428	-362.904	1800.488	929.126	100.000	-100.000	-100.000	100.000	69.236446	16.502047
2.000	-0.002	0.001	0.000	-0.001	-0.005	-0.072	-1.571	0.044	2012.430	-362.816	1802.486	929.126	100.000	-100.000	-100.000	100.000	69.236446	16.502097
2.000	-0.001	0.000	0.000	-0.001	0.003	-0.072	-1.571	0.044	2012.429	-362.730	1804.484	929.126	100.000	-100.000	100.000	-100.000	69.236446	16.502148
2.000	-0.003	-0.001	-0.000	-0.006	0.006	-0.072	-1.574	0.047	2012.427	-362.641	1806.482	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.502199
2.000	-0.003	-0.002	-0.000	0.002	0.002	-0.072	-1.575	0.048	2012.420	-362.549	1808.480	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.502249
2.000	-0.005	-0.001	-0.000	-0.001	-0.000	-0.072	-1.575	0.051	2012.413	-362.454	1810.477	929.126	100.000	-100.000	-100.000	100.000	69.236446	16.502300
2.000	-0.006	-0.001	-0.000	-0.001	-0.002	-0.072	-1.575	0.054	2012.406	-362.353	1812.475	929.126	100.000	-100.000	-100.000	100.000	69.236446	16.502351
2.000	-0.003	-0.001	-0.000	0.003	-0.006	-0.072	-1.574	0.048	2012.399	-362.255	1814.472	929.126	100.000	-100.000	100.000	-100.000	69.236446	16.502401
2.000	0.002	-0.001	-0.000	0.003	-0.006	-0.072	-1.574	0.040	2012.393	-362.167	1816.470	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.502452
2.000	0.006	0.001	-0.000	0.004	0.001	-0.072	-1.571	0.035	2012.390	-362.090	1818.469	929.126	100.000	-100.000	100.000	-100.000	69.236446	16.502503
2.000	0.001	0.003	0.000	0.000	0.009	-0.072	-1.566	0.042	2012.393	-362.010	1820.467	929.126	100.000	-100.000	-100.000	100.000	69.236446	16.502553
2.000	-0.001	0.003	0.000	-0.003	0.003	-0.072	-1.566	0.046	2012.399	-361.921	1822.465	929.126	100.000	-100.000	100.000	-100.000	69.236446	16.502604
2.000	-0.004	0.001	-0.000	-0.004	0.000	-0.072	-1.570	0.050	2012.404	-361.827	1824.463	929.126	-99.384	99.384	-100.000	100.000	69.236446	16.502655
2.000	-0.002	0.000	-0.000	-0.003	0.002	-0.072	-1.571	0.049	2012.404	-361.732	1826.461	929.126	100.000	-100.000	100.000	-100.000	69.236446	16.502706
2.000	-0.002	-0.002	0.000	-0.003	0.002	-0.071	-1.577	0.048	2012.399	-361.637	1828.458	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.502756
2.000	-0.005	-0.003	-0.000	0.002	0.011	-0.071	-1.578	0.056	2012.388	-361.537	1830.456	929.126	-100.000	100.000	100.000	-100.000	69.236446	16.502807
2.000	-0.011	-0.003	-0.000	0.001	0.009	-0.071	-1.578	0.067	2012.376	-361.424	1832.453	929.126	-100.000	100.000	-100.000	100.000	69.236445	16.502858
2.000	-0.012	-0.003	-0.000	0.000	-0.000	-0.071	-1.578	0.069	2012.364	-361.299	1834.448	929.126	-100.000	100.000	100.000	-100.000	69.236445	16.502908
2.000	-0.009	-0.003	-0.000	0.001	-0.010	-0.071	-1.579	0.064	2012.351	-361.175	1836.444	929.126	-100.000	100.000	-100.000	100.000	69.236445	16.502959
2.000	-0.002	-0.002	-0.000	0.005	-0.019	-0.071	-1.577	0.051	2012.339	-361.064	1838.441	929.126	-100.000	100.000	-100.000	100.000	69.236445	16.503009
2.000	0.011	-0.001	0.000	-0.004	-0.019	-0.071	-1.580	0.031	2012.327	-360.978	1840.439	929.126	-100.000	100.000	-100.000	100.000	69.236445	16.503060
2.000	0.015	-0.002	0.000	-0.001	0.001	-0.071	-1.581	0.025	2012.310	-360.912	1842.438	929.126	-100.000	100.000	-100.000	100.000	69.236445	16.503111
2.000	0.010	-0.001	0.000	0.006	0.009	-0.071	-1.578	0.031	2012.293	-360.845	1844.437	929.126	-100.000	100.000	-100.000	100.000	69.236445	16.503162
2.000	0.003	0.001	0.000	0.000	0.014	-0.071	-1.573	0.043	2012.285	-360.766	1846.435	929.126	100.000	-100.000	100.000	-100.000	69.236445	16.503212
2.000	-0.002	0.001	0.000	-0.002	0.006	-0.071	-1.574	0.049	2012.278	-360.673	1848.433	929.126	100.000	-100.000	-100.000	100.000	69.236445	16.503263
2.000	-0.007	0.001	0.000	0.001	0.006	-0.071	-1.572	0.057	2012.272	-360.571	1850.430	929.126	100.000	-100.000	-100.000	100.000	69.236444	16.503314
2.000	-0.011	0.003	0.000	0.005	0.001	-0.072	-1.567	0.065	2012.272	-360.457	1852.427	929.126	100.000	-100.000	-100.000	100.000	69.236444	16.503364
2.000	-0.010	0.003	0.000	0.001	-0.010	-0.072	-1.566	0.063	2012.277	-360.338	1854.423	929.126	100.000	-100.000	-100.000	100.000	69.236445	16.503415
2.000	-0.004	0.002	0.000	-0.003	-0.012	-0.072	-1.569	0.054	2012.281	-360.227	1856.420	929.126	-100.000	100.000	-100.000	100.000	69.236445	16.503466
2.000	0.005	0.001	0.000	0.001	-0.020	-0.072	-1.572	0.037	2012.279	-360.135	1858.418	929.126	-100.000	100.000	-100.000	100.000	69.236445	16.503516
2.000	0.014	0.001	0.000	0.003	-0.008	-0.072	-1.571	0.024	2012.278	-360.064	1860.416	929.126	-92.755	92.755	100.000	-100.000	69.236445	16.503567
2.000	0.013	0.002	0.000	-0.002	-0.000	-0.072	-1.569	0.025	2012.279	-360.002	1862.415	929.126	100.000	-100.000	-100.000	100.000	69.236445	16.503618
2.000	0.010	-0.000	-0.000	-0.010	0.001	-0.071	-1.575	0.028	2012.277	-359.938	1864.414	929.126	-1.447	1.447	-100.000	100.000	69.236445	16.503668
2.000	0.009	-0.003	-0.000	-0.000	-0.003	-0.071	-1.579	0.029	2012.265	-359.872	1866.413	929.126	100.000	-100.000	-100.000	100.000	69.236444	16.503719
2.000	0.009	-0.001	-0.000	0.001	0.009	-0.071	-1.576	0.029	2012.253	-359.808	1868.412	929.126	100.000	-100.000	100.000	-100.000	69.236444	16.503770
2.000	0.005	0.000	0.000	0.002	0.002	-0.072	-1.573	0.032	2012.246	-359.740	1870.410	929.126	100.000	-100.000	-100.000	100.000	69.236444	16.503820
2.000	0.004	0.000	0.000	-0.001	0.004	-0.071	-1.574	0.035	2012.241	-359.670	1872.409	929.126	-84.370	84.370	-100.000	100.000	69.236444	16.503871
2.000	0.002	-0.001	-0.000	-0.003	-0.005	-0.071	-1.576	0.036	2012.233	-359.596	1874.408	929.126	100.000	-100.000	-100.000	100.000	69.236444	16.503922
2.000	0.004	-0.002	0.000	-0.005	0.002	-0.071	-1.579	0.032	2012.222	-359.526	1876.407	929.126	100.000	-100.000	100.000	-100.000	69.236444	16.503973
2.000	0.003	-0.003	-0.000	0.000	0.000	-0.071	-1.581	0.034	2012.206	-359.455	1878.405	929.126	-100.000	100.000	-100.000	100.000	69.236444	16.504023
2.000	0.001	-0.002	0.000	0.009	0.002	-0.071	-1.578	0.037	2012.190	-359.383	1880.404	929.126	-100.000	100.000	-100.000	100.000	69.236444	16.504074
2.000	0.002	0.002	-0.000	0.001	-0.008	-0.072	-1.572	0.033	2012.183	-359.310	1882.403	929.126	100.000	-100.000	-100.000	100.000	69.236444	16.504125
2.000	0.006	0.002	-0.000	-0.003	-0.008	-0.072	-1.573	0.026	2012.179	-359.248	1884.401	929.126	100.000	-100.000	-100.000	100.000	69.236444	16.504175
2.000	0.009	0.001	-0.000	0.006	0.003	-0.072	-1.572	0.021	2012.174	-359.194	1886.401	929.126	-100.000	100.000	100.000	-100.000	69.236444	16.504226
2.000	0.004	0.003	0.000	0.001	0.014	-0.072	-1.569	0.029	2012.174	-359.138	1888.400	929.126	-100.000	100.000	100.000	-100.000	69.236444	16.504277
2.000	-0.005	0.002	-0.000	-0.002	0.014	-0.072	-1.569	0.044	2012.176	-359.064	1890.398	929.126	-30.323	30.323	-100.000	100.000	69.236444	16.504327
2.000	-0.008	0.001	-0.000	-0.002	0.002	-0.072	-1.570	0.050	2012.177	-358.976	1892.396	929.126	100.000	-100.000	100.000	-100.000	69.236444	16.504378
2.000	-0.008	0.001	-0.000	0.005	-0.002	-0.072	-1.568	0.050	2012.177	-358.883	1894.394	929.126	100.000	-100.000	-100.000	100.000	69.236444	16.504429
2.000	-0.005	0.003	-0.000	0.005	-0.003	-0.072	-1.564	0.045	2012.184	-358.795	1896.392	929.126	-100.000	100.000	100.000	-100.000	69.236444	16.504480
2.000	-0.001	0.003	-0.000	0.002	-0.003	-0.072	-1.564	0.039	2012.194	-358.714	1898.390	929.126	-100.000	100.000	100.000	-100.000	69.236444	16.504530
2.000	-0.000	0.003	-0.000	0.001	-0.006	-0.072	-1.565	0.037	2012.203	-358.637	1900.389	929.126	-100.000	100.000	-100.000	100.000	69.236444	16.504581
2.000	0.005	0.001	0.000	-0.001	-0.006	-0.072	-1.568	0.029	2012.210	-358.568	1902.388	929.126	-100.000	100.000	100.000	-100.000	69.236444	16.504632
2.000	0.007	0.001	0.000	0.002	0.000	-0.072	-1.568	0.026	2012.214	-358.508	1904.387	929.126	-100.000	100.000	100.000	-100.000	69.236444	16.504682
2.000	0.006	0.002	0.000	0.000	0.003	-0.072	-1.565	0.027	2012.220	-358.449	1906.386	929.126	100.000	-100.000	100.000	-100.000	69.236444	16.504733
2.000	0.002	0.003	0.000	0.006	0.004	-0.072	-1.562	0.033	2012.231	-358.386	1908.385	929.126	-100.000	100.000	-100.000	100.000	69.236444	16.504784
2.000	-0.001	0.005	0.000	0.003	0.005	-0.072	-1.557	0.037	2012.250	-358.316	1910.384	929.126	100.000	-100.000	100.000	-100.000	69.236444	16.504834
2.000	-0.004	0.005	0.000	-0.000	0.002	-0.072	-1.557	0.042	2012.273	-358.239	1912.382	929.126	-100.000	100.000	-100.000	100.000	69.236444	16.504885
2.000	-0.005	0.003	0.000	-0.002	0.005	-0.072	-1.559	0.045	2012.295	-358.156	1914.380	929.126	-100.000	100.000	100.000	-100.000	69.236445	16.504936
2.000	-0.004	0.002	0.000	-0.004	-0.002	-0.072	-1.561	0.043	2012.313	-358.072	1916.378	929.126	100.000	-100.000	-100.000	100.000	69.236445	16.504986
2.000	0.000	0.001	0.000	-0.003	-0.006	-0.072	-1.562	0.036	2012.329	-357.995	1918.376	929.126	100.000	-100.000	100.000	-100.000	69.236445	16.505037
2.000	0.001	0.000	0.000	0.001	0.006	-0.072	-1.564	0.037	2012.343	-357.923	1920.375	929.126	100.000	-100.000	100.000	-100.000	69.236445	16.505088
2.000	-0.002	0.001	0.000	0.003	0.004	-0.072	-1.561	0.040	2012.360	-357.846	1922.374	929.126	-100.000	100.000	100.000	-100.000	69.236445	16.505139
2.000	-0.004	0.002	0.000	-0.001	-0.002	-0.072	-1.560	0.044	2012.380	-357.763	1924.372	929.126	-59.785	59.785	-100.000	100.000	69.236445	16.505189
2.000	-0.003	0.001	0.000	-0.000	-0.001	-0.072	-1.561	0.043	2012.398	-357.679	1926.370	929.126	100.000	-100.000	100.000	-100.000	69.236446	16.505240
2.000	-0.004	-0.000	-0.000	-0.002	0.001	-0.072	-1.564	0.046	2012.414	-357.595	1928.368	929.126	-100.000	100.000	-100.000	100.000	69.236446	16.505291
