Vx	Vy	Vz	Wx	Wy	Wz	fi	psi	teta	Ksi	Eta	Dzeta	T	Tng	Tkg	Tnb	Tkb	Lat	Long
2.000	0.006	0.001	-0.000	0.003	0.005	-0.095	2.761	0.054	-12153.067	-369.525	11148.284	929.126	-100.000	100.000	100.000	-100.000	69.109056	16.737535
2.000	0.004	0.002	0.000	0.002	0.003	-0.095	2.763	0.056	-12154.921	-369.408	11147.543	929.126	-100.000	100.000	100.000	-100.000	69.109040	16.737516
2.000	0.003	0.002	0.000	-0.003	0.006	-0.095	2.764	0.058	-12156.776	-369.291	11146.805	929.126	100.000	-100.000	100.000	-100.000	69.109023	16.737497
2.000	-0.000	-0.000	-0.000	-0.001	0.003	-0.095	2.760	0.064	-12158.630	-369.167	11146.063	929.126	-100.000	100.000	-100.000	100.000	69.109006	16.737478
2.000	-0.002	-0.001	-0.000	-0.002	0.009	-0.095	2.757	0.068	-12160.481	-369.038	11145.318	929.126	-100.000	100.000	100.000	-100.000	69.108990	16.737459
2.000	-0.005	-0.003	-0.000	-0.000	0.003	-0.095	2.755	0.072	-12162.331	-368.902	11144.569	929.126	-100.000	100.000	100.000	-100.000	69.108973	16.737440
2.000	-0.006	-0.002	-0.000	-0.001	-0.003	-0.095	2.756	0.075	-12164.179	-368.760	11143.820	929.126	100.000	-100.000	-100.000	100.000	69.108956	16.737421
2.000	-0.004	-0.002	-0.000	0.002	-0.009	-0.095	2.756	0.070	-12166.028	-368.619	11143.070	929.126	-100.000	100.000	-100.000	100.000	69.108940	16.737402
2.000	0.000	-0.002	-0.000	-0.001	-0.009	-0.095	2.755	0.064	-12167.878	-368.487	11142.320	929.126	-100.000	100.000	-100.000	100.000	69.108923	16.737383
2.000	0.004	-0.001	-0.000	0.001	-0.005	-0.095	2.756	0.058	-12169.727	-368.363	11141.568	929.126	100.000	-100.000	100.000	-100.000	69.108907	16.737364
2.000	0.007	0.000	-0.000	-0.001	-0.003	-0.095	2.757	0.053	-12171.577	-368.247	11140.819	929.126	100.000	-100.000	-100.000	100.000	69.108890	16.737345
2.000	0.009	-0.001	0.000	-0.002	-0.000	-0.095	2.753	0.049	-12173.427	-368.139	11140.067	929.126	100.000	-100.000	100.000	-100.000	69.108873	16.737325
2.000	0.006	-0.002	0.000	0.002	0.005	-0.095	2.752	0.054	-12175.276	-368.029	11139.311	929.126	-100.000	100.000	-100.000	100.000	69.108857	16.737306
2.000	0.003	-0.001	0.000	0.004	-0.005	-0.095	2.754	0.056	-12177.124	-367.914	11138.557	929.126	-100.000	100.000	-100.000	100.000	69.108840	16.737287
2.000	0.003	0.001	0.000	-0.002	0.006	-0.095	2.758	0.057	-12178.975	-367.799	11137.807	929.126	100.000	-100.000	100.000	-100.000	69.108823	16.737268
2.000	0.002	0.001	-0.000	0.005	-0.002	-0.095	2.759	0.056	-12180.826	-367.682	11137.059	929.126	-100.000	100.000	100.000	-100.000	69.108807	16.737249
2.000	0.003	0.003	-0.000	0.007	-0.009	-0.095	2.765	0.053	-12182.680	-367.569	11136.316	929.126	100.000	-100.000	-100.000	100.000	69.108790	16.737230
2.000	0.009	0.005	-0.000	-0.003	-0.011	-0.096	2.766	0.042	-12184.537	-367.469	11135.581	929.126	100.000	-100.000	-100.000	100.000	69.108773	16.737211
2.000	0.011	0.004	-0.000	-0.006	-0.005	-0.095	2.765	0.037	-12186.394	-367.379	11134.845	929.126	100.000	-100.000	100.000	-100.000	69.108757	16.737192
2.000	0.014	0.001	0.000	-0.005	-0.009	-0.095	2.759	0.030	-12188.249	-367.298	11134.103	929.126	100.000	-100.000	-100.000	100.000	69.108740	16.737173
2.000	0.016	-0.002	0.000	-0.001	0.005	-0.095	2.753	0.028	-12190.101	-367.226	11133.352	929.126	-100.000	100.000	100.000	-100.000	69.108723	16.737154
2.000	0.011	-0.003	0.000	-0.001	-0.003	-0.095	2.749	0.033	-12191.951	-367.151	11132.595	929.126	-100.000	100.000	-100.000	100.000	69.108707	16.737135
2.000	0.009	-0.001	0.000	0.003	0.003	-0.095	2.754	0.036	-12193.800	-367.073	11131.838	929.126	100.000	-100.000	-100.000	100.000	69.108690	16.737116
2.000	0.006	0.000	0.000	0.001	0.004	-0.095	2.757	0.040	-12195.652	-366.991	11131.087	929.126	100.000	-100.000	100.000	-100.000	69.108673	16.737096
2.000	0.004	-0.001	0.000	0.001	-0.001	-0.095	2.755	0.041	-12197.504	-366.906	11130.336	929.126	100.000	-100.000	-100.000	100.000	69.108657	16.737077
2.000	0.003	0.001	0.000	0.005	0.002	-0.095	2.759	0.042	-12199.356	-366.820	11129.586	929.126	-100.000	100.000	-100.000	100.000	69.108640	16.737058
2.000	0.001	0.004	0.000	0.005	0.004	-0.096	2.767	0.045	-12201.212	-366.730	11128.846	929.126	100.000	-100.000	100.000	-100.000	69.108623	16.737039
2.000	-0.001	0.005	0.000	0.004	-0.006	-0.096	2.769	0.047	-12203.070	-366.636	11128.113	929.126	-100.000	100.000	-100.000	100.000	69.108607	16.737020
2.000	0.006	0.004	0.000	-0.004	-0.015	-0.096	2.766	0.034	-12204.929	-366.552	11127.380	929.126	-100.000	100.000	100.000	-100.000	69.108590	16.737002
2.000	0.011	0.001	0.000	-0.002	-0.006	-0.095	2.760	0.026	-12206.786	-366.485	11126.640	929.126	-100.000	100.000	-100.000	100.000	69.108573	16.736983
2.000	0.013	-0.001	0.000	-0.004	-0.004	-0.095	2.756	0.022	-12208.639	-366.426	11125.892	929.126	100.000	-100.000	-100.000	100.000	69.108557	16.736964
2.000	0.013	-0.003	0.000	-0.002	0.008	-0.095	2.750	0.022	-12210.491	-366.372	11125.138	929.126	-100.000	100.000	100.000	-100.000	69.108540	16.736945
2.000	0.006	-0.002	0.000	0.003	0.014	-0.095	2.755	0.033	-12212.341	-366.309	11124.382	929.126	100.000	-100.000	100.000	-100.000	69.108523	16.736925
2.000	0.002	-0.000	0.000	-0.002	0.003	-0.095	2.757	0.036	-12214.194	-366.235	11123.632	929.126	100.000	-100.000	100.000	-100.000	69.108507	16.736906
2.000	0.003	-0.000	0.000	0.001	-0.008	-0.095	2.757	0.033	-12216.047	-366.162	11122.882	929.126	-100.000	100.000	100.000	-100.000	69.108490	16.736887
2.000	0.007	0.001	0.000	0.002	0.003	-0.095	2.759	0.028	-12217.900	-366.098	11122.135	929.126	-100.000	100.000	100.000	-100.000	69.108473	16.736868
2.000	0.004	0.001	0.000	-0.002	-0.003	-0.095	2.760	0.030	-12219.755	-366.035	11121.390	929.126	-100.000	100.000	-100.000	100.000	69.108457	16.736849
2.000	0.005	0.001	0.000	-0.002	-0.005	-0.095	2.759	0.027	-12221.610	-365.972	11120.644	929.126	100.000	-100.000	-100.000	100.000	69.108440	16.736830
2.000	0.008	0.001	0.000	0.000	-0.002	-0.095	2.760	0.021	-12223.465	-365.917	11119.898	929.126	100.000	-100.000	100.000	-100.000	69.108423	16.736811
2.000	0.010	-0.000	0.000	-0.008	-0.004	-0.095	2.755	0.018	-12225.319	-365.868	11119.150	929.126	100.000	-100.000	-100.000	100.000	69.108407	16.736792
2.000	0.011	-0.002	0.000	0.004	0.000	-0.095	2.753	0.016	-12227.170	-365.825	11118.395	929.126	-100.000	100.000	100.000	-100.000	69.108390	16.736773
2.000	0.009	0.001	0.000	0.001	0.004	-0.095	2.758	0.016	-12229.024	-365.784	11117.645	929.126	-100.000	100.000	-100.000	100.000	69.108373	16.736754
2.000	0.005	0.001	0.000	-0.002	0.000	-0.095	2.758	0.022	-12230.878	-365.738	11116.898	929.126	100.000	-100.000	-100.000	100.000	69.108357	16.736734
2.000	0.005	0.000	0.000	0.001	-0.000	-0.095	2.758	0.021	-12232.732	-365.690	11116.149	929.126	-100.000	100.000	-100.000	100.000	69.108340	16.736715
2.000	0.007	0.001	0.000	0.000	0.002	-0.095	2.758	0.018	-12234.587	-365.646	11115.401	929.126	-100.000	100.000	100.000	-100.000	69.108323	16.736696
2.000	0.004	0.002	0.000	0.001	-0.000	-0.095	2.763	0.020	-12236.442	-365.603	11114.657	929.126	100.000	-100.000	-100.000	100.000	69.108307	16.736677
2.000	0.004	0.003	0.000	-0.003	0.007	-0.095	2.763	0.021	-12238.300	-365.558	11113.916	929.126	100.000	-100.000	100.000	-100.000	69.108290	16.736658
2.000	-0.001	0.001	-0.000	-0.001	0.011	-0.095	2.762	0.030	-12240.156	-365.506	11113.174	929.126	-100.000	100.000	100.000	-100.000	69.108273	16.736640
2.000	-0.007	0.002	0.000	0.001	0.001	-0.096	2.765	0.039	-12242.013	-365.440	11112.435	929.126	100.000	-100.000	-100.000	100.000	69.108257	16.736621
2.000	-0.003	0.003	0.000	-0.000	-0.011	-0.096	2.766	0.031	-12243.872	-365.373	11111.699	929.126	100.000	-100.000	100.000	-100.000	69.108240	16.736602
2.000	0.005	0.003	-0.000	-0.001	-0.016	-0.096	2.765	0.017	-12245.731	-365.324	11110.963	929.126	100.000	-100.000	-100.000	100.000	69.108223	16.736583
2.000	0.012	0.001	0.000	-0.002	-0.009	-0.095	2.762	0.006	-12247.589	-365.293	11110.223	929.126	100.000	-100.000	100.000	-100.000	69.108206	16.736564
2.000	0.013	0.000	0.000	0.002	0.000	-0.095	2.761	0.004	-12249.445	-365.271	11109.480	929.126	100.000	-100.000	100.000	-100.000	69.108190	16.736545
2.000	0.009	0.000	0.000	0.001	0.013	-0.095	2.761	0.011	-12251.301	-365.248	11108.737	929.126	3.718	-3.718	100.000	-100.000	69.108173	16.736526
2.000	0.001	0.001	0.000	0.001	0.010	-0.096	2.763	0.022	-12253.159	-365.210	11107.996	929.126	-100.000	100.000	-100.000	100.000	69.108156	16.736507
2.000	-0.003	0.001	0.000	0.007	0.010	-0.096	2.766	0.029	-12255.017	-365.160	11107.259	929.126	-100.000	100.000	100.000	-100.000	69.108140	16.736489
2.000	-0.007	0.004	0.000	-0.003	0.007	-0.096	2.770	0.034	-12256.878	-365.102	11106.528	929.126	100.000	-100.000	100.000	-100.000	69.108123	16.736470
2.000	-0.010	0.002	0.000	-0.001	0.003	-0.096	2.769	0.041	-12258.739	-365.034	11105.798	929.126	100.000	-100.000	-100.000	100.000	69.108106	16.736451
2.000	-0.009	0.002	0.000	0.001	-0.008	-0.096	2.769	0.038	-12260.599	-364.963	11105.068	929.126	-100.000	100.000	-100.000	100.000	69.108089	16.736433
2.000	-0.003	0.001	0.000	-0.002	-0.011	-0.095	2.765	0.030	-12262.459	-364.899	11104.335	929.126	-100.000	100.000	100.000	-100.000	69.108073	16.736414
2.000	0.003	-0.000	0.000	0.001	-0.005	-0.095	2.764	0.021	-12264.318	-364.848	11103.598	929.126	-100.000	100.000	100.000	-100.000	69.108056	16.736395
2.000	0.006	-0.001	0.000	0.003	-0.002	-0.095	2.761	0.016	-12266.175	-364.807	11102.858	929.126	-100.000	100.000	100.000	-100.000	69.108039	16.736376
2.000	0.004	-0.001	0.000	-0.007	0.012	-0.095	2.759	0.021	-12268.032	-364.766	11102.116	929.126	100.000	-100.000	100.000	-100.000	69.108023	16.736357
2.000	-0.002	-0.003	-0.000	-0.004	0.014	-0.095	2.757	0.032	-12269.887	-364.713	11101.370	929.126	-100.000	100.000	100.000	-100.000	69.108006	16.736338
2.000	-0.010	-0.004	-0.000	-0.003	0.003	-0.095	2.755	0.043	-12271.740	-364.643	11100.621	929.126	-100.000	100.000	-100.000	100.000	69.107989	16.736319
2.000	-0.009	-0.004	-0.000	0.000	-0.005	-0.095	2.756	0.043	-12273.592	-364.566	11099.871	929.126	-100.000	100.000	-100.000	100.000	69.107973	16.736300
2.000	-0.005	-0.005	0.000	-0.004	-0.013	-0.095	2.749	0.036	-12275.443	-364.493	11099.117	929.126	-100.000	100.000	-100.000	100.000	69.107956	16.736281
2.000	0.002	-0.007	0.000	-0.003	-0.003	-0.095	2.744	0.027	-12277.291	-364.434	11098.354	929.126	-100.000	100.000	100.000	-100.000	69.107939	16.736262
2.000	0.003	-0.007	0.000	0.007	0.002	-0.095	2.744	0.026	-12279.136	-364.379	11097.585	929.126	-100.000	100.000	100.000	-100.000	69.107923	16.736242
2.000	0.002	-0.003	0.000	0.009	0.001	-0.095	2.751	0.026	-12280.984	-364.325	11096.822	929.126	-98.288	98.288	100.000	-100.000	69.107906	16.736222
2.000	-0.000	-0.001	0.000	0.003	0.007	-0.095	2.755	0.030	-12282.835	-364.268	11096.067	929.126	-100.000	100.000	100.000	-100.000	69.107889	16.736203
2.000	-0.002	0.001	0.000	0.000	-0.002	-0.095	2.759	0.031	-12284.688	-364.207	11095.317	929.126	100.000	-100.000	-100.000	100.000	69.107873	16.736184
2.000	0.001	0.001	0.000	0.003	-0.008	-0.095	2.759	0.026	-12286.542	-364.150	11094.570	929.126	-100.000	100.000	-100.000	100.000	69.107856	16.736165
2.000	0.008	0.003	-0.000	0.007	-0.009	-0.095	2.762	0.014	-12288.398	-364.105	11093.825	929.126	-100.000	100.000	100.000	-100.000	69.107839	16.736146
2.000	0.010	0.005	-0.000	0.003	0.002	-0.095	2.766	0.010	-12290.256	-364.074	11093.086	929.126	-100.000	100.000	100.000	-100.000	69.107823	16.736127
2.000	0.008	0.005	-0.000	0.006	0.011	-0.095	2.768	0.014	-12292.115	-364.043	11092.350	929.126	-100.000	100.000	100.000	-100.000	69.107806	16.736108
2.000	-0.000	0.005	0.000	-0.001	0.012	-0.095	2.771	0.026	-12293.977	-363.999	11091.620	929.126	100.000	-100.000	100.000	-100.000	69.107789	16.736090
2.000	-0.005	0.004	-0.000	-0.003	0.008	-0.095	2.771	0.033	-12295.838	-363.942	11090.891	929.126	-100.000	100.000	100.000	-100.000	69.107772	16.736071
2.000	-0.008	0.004	-0.000	-0.003	-0.007	-0.095	2.770	0.036	-12297.699	-363.876	11090.162	929.126	100.000	-100.000	-100.000	100.000	69.107756	16.736053
2.000	-0.001	0.003	0.000	-0.003	-0.012	-0.095	2.768	0.025	-12299.560	-363.817	11089.431	929.126	100.000	-100.000	100.000	-100.000	69.107739	16.736034
2.000	0.006	0.002	0.000	-0.001	-0.006	-0.095	2.766	0.015	-12301.420	-363.775	11088.698	929.126	100.000	-100.000	100.000	-100.000	69.107722	16.736015
2.000	0.008	-0.000	0.000	-0.004	-0.004	-0.095	2.762	0.012	-12303.279	-363.742	11087.960	929.126	-100.000	100.000	-100.000	100.000	69.107706	16.735996
2.000	0.009	-0.001	0.000	-0.003	-0.006	-0.095	2.759	0.007	-12305.135	-363.714	11087.217	929.126	100.000	-100.000	-100.000	100.000	69.107689	16.735977
2.000	0.011	-0.003	0.000	-0.009	-0.008	-0.095	2.753	0.003	-12306.990	-363.693	11086.468	929.126	100.000	-100.000	-100.000	100.000	69.107672	16.735958
2.000	0.011	-0.005	0.000	-0.004	0.011	-0.095	2.749	0.006	-12308.840	-363.675	11085.711	929.126	100.000	-100.000	100.000	-100.000	69.107656	16.735939
2.000	0.005	-0.004	0.000	-0.001	0.006	-0.095	2.750	0.013	-12310.691	-363.648	11084.952	929.126	100.000	-100.000	100.000	-100.000	69.107639	16.735920
2.000	-0.001	-0.005	-0.000	-0.003	0.009	-0.095	2.749	0.023	-12312.540	-363.610	11084.192	929.126	100.000	-100.000	-100.000	100.000	69.107622	16.735900
2.000	-0.007	-0.006	-0.000	0.002	0.011	-0.095	2.747	0.034	-12314.388	-363.558	11083.430	929.126	-100.000	100.000	100.000	-100.000	69.107606	16.735881
2.000	-0.009	-0.003	-0.000	0.005	0.005	-0.095	2.753	0.038	-12316.237	-363.494	11082.670	929.126	100.000	-100.000	100.000	-100.000	69.107589	16.735862
2.000	-0.008	-0.001	-0.000	0.006	-0.007	-0.095	2.758	0.035	-12318.089	-363.428	11081.918	929.126	-100.000	100.000	100.000	-100.000	69.107572	16.735842
2.000	-0.002	0.002	-0.000	0.002	-0.009	-0.096	2.762	0.026	-12319.944	-363.373	11081.172	929.126	-100.000	100.000	-100.000	100.000	69.107556	16.735823
2.000	0.002	0.002	-0.000	-0.001	-0.013	-0.096	2.761	0.017	-12321.800	-363.329	11080.429	929.126	100.000	-100.000	-100.000	100.000	69.107539	16.735804
2.000	0.007	0.003	-0.000	0.007	0.003	-0.096	2.764	0.011	-12323.657	-363.297	11079.686	929.126	-100.000	100.000	100.000	-100.000	69.107522	16.735785
2.000	0.005	0.004	-0.000	0.002	0.002	-0.096	2.766	0.013	-12325.516	-363.267	11078.948	929.126	100.000	-100.000	100.000	-100.000	69.107506	16.735767
2.000	0.004	0.003	-0.000	-0.007	0.001	-0.096	2.764	0.014	-12327.374	-363.234	11078.211	929.126	100.000	-100.000	-100.000	100.000	69.107489	16.735748
2.000	0.003	0.000	-0.000	-0.000	0.000	-0.096	2.760	0.016	-12329.231	-363.200	11077.468	929.126	-100.000	100.000	100.000	-100.000	69.107472	16.735729
2.000	0.002	0.001	-0.000	-0.001	0.003	-0.096	2.762	0.018	-12331.087	-363.164	11076.725	929.126	100.000	-100.000	100.000	-100.000	69.107455	16.735710
2.000	-0.001	0.001	-0.000	-0.001	0.000	-0.096	2.761	0.022	-12332.944	-363.124	11075.983	929.126	-100.000	100.000	-100.000	100.000	69.107439	16.735691
2.000	0.001	0.001	-0.000	0.002	-0.006	-0.096	2.762	0.018	-12334.801	-363.083	11075.241	929.126	-100.000	100.000	100.000	-100.000	69.107422	16.735672
2.000	0.002	0.000	-0.000	-0.007	-0.001	-0.096	2.759	0.017	-12336.658	-363.047	11074.499	929.126	-100.000	100.000	100.000	-100.000	69.107405	16.735653
2.000	0.000	-0.002	-0.000	-0.001	0.006	-0.096	2.756	0.020	-12338.512	-363.009	11073.751	929.126	-100.000	100.000	-100.000	100.000	69.107389	16.735634
2.000	-0.000	-0.003	-0.000	-0.000	-0.002	-0.095	2.752	0.021	-12340.365	-362.968	11072.998	929.126	-14.831	14.831	100.000	-100.000	69.107372	16.735615
2.000	-0.002	-0.003	0.000	0.002	0.008	-0.096	2.754	0.025	-12342.216	-362.925	11072.243	929.126	100.000	-100.000	-100.000	100.000	69.107355	16.735596
2.000	-0.006	-0.002	0.000	0.002	0.004	-0.096	2.755	0.031	-12344.069	-362.874	11071.491	929.126	-100.000	100.000	-100.000	100.000	69.107339	16.735576
2.000	-0.006	-0.002	0.000	-0.005	-0.004	-0.095	2.754	0.031	-12345.921	-362.818	11070.738	929.126	100.000	-100.000	-100.000	100.000	69.107322	16.735557
2.000	-0.003	-0.003	0.000	-0.003	-0.002	-0.095	2.750	0.028	-12347.771	-362.765	11069.980	929.126	100.000	-100.000	-100.000	100.000	69.107305	16.735538
2.000	-0.001	-0.004	0.000	-0.004	-0.007	-0.095	2.747	0.023	-12349.619	-362.715	11069.219	929.126	100.000	-100.000	100.000	-100.000	69.107289	16.735518
2.000	0.003	-0.004	0.000	0.009	-0.008	-0.095	2.748	0.017	-12351.466	-362.674	11068.453	929.126	-100.000	100.000	-100.000	100.000	69.107272	16.735499
2.000	0.006	-0.000	-0.000	0.001	-0.005	-0.095	2.754	0.011	-12353.317	-362.643	11067.694	929.126	100.000	-100.000	-100.000	100.000	69.107256	16.735480
2.000	0.006	0.000	-0.000	0.000	0.003	-0.095	2.755	0.012	-12355.168	-362.615	11066.938	929.126	100.000	-100.000	-100.000	100.000	69.107239	16.735460
2.000	0.002	-0.000	-0.000	0.001	0.004	-0.095	2.754	0.017	-12357.020	-362.582	11066.183	929.126	-100.000	100.000	-100.000	100.000	69.107222	16.735441
2.000	-0.002	0.000	-0.000	-0.000	0.011	-0.095	2.756	0.025	-12358.872	-362.540	11065.430	929.126	-100.000	100.000	100.000	-100.000	69.107206	16.735422
2.000	-0.006	-0.000	-0.000	-0.003	-0.004	-0.095	2.755	0.029	-12360.724	-362.488	11064.676	929.126	100.000	-100.000	-100.000	100.000	69.107189	16.735403
2.000	-0.003	-0.001	0.000	-0.001	-0.009	-0.095	2.752	0.024	-12362.574	-362.438	11063.920	929.126	-100.000	100.000	-100.000	100.000	69.107172	16.735383
2.000	0.002	0.000	-0.000	0.001	-0.005	-0.095	2.754	0.017	-12364.425	-362.397	11063.163	929.126	100.000	-100.000	100.000	-100.000	69.107156	16.735364
2.000	0.005	0.001	-0.000	0.004	-0.006	-0.095	2.756	0.012	-12366.278	-362.364	11062.410	929.126	-100.000	100.000	-100.000	100.000	69.107139	16.735345
2.000	0.006	0.002	-0.000	0.006	0.007	-0.095	2.758	0.012	-12368.131	-362.336	11061.658	929.126	-74.483	74.483	100.000	-100.000	69.107122	16.735326
2.000	0.003	0.003	0.000	0.007	0.004	-0.096	2.763	0.015	-12369.986	-362.305	11060.913	929.126	-100.000	100.000	100.000	-100.000	69.107106	16.735307
2.000	0.001	0.005	0.000	0.010	-0.001	-0.096	2.768	0.016	-12371.845	-362.272	11060.174	929.126	-100.000	100.000	-100.000	100.000	69.107089	16.735288
2.000	0.003	0.008	-0.000	-0.001	0.000	-0.096	2.774	0.013	-12373.707	-362.241	11059.445	929.126	100.000	-100.000	100.000	-100.000	69.107072	16.735269
2.000	-0.001	0.006	-0.000	-0.005	0.005	-0.096	2.772	0.019	-12375.570	-362.208	11058.719	929.126	100.000	-100.000	-100.000	100.000	69.107055	16.735251
2.000	-0.003	0.003	-0.000	-0.010	-0.001	-0.096	2.765	0.022	-12377.431	-362.167	11057.986	929.126	100.000	-100.000	-100.000	100.000	69.107039	16.735232
2.000	-0.004	-0.002	-0.000	-0.013	0.006	-0.095	2.755	0.027	-12379.286	-362.122	11057.241	929.126	100.000	-100.000	100.000	-100.000	69.107022	16.735213
2.000	-0.008	-0.008	-0.000	-0.006	0.006	-0.095	2.744	0.036	-12381.134	-362.066	11056.480	929.126	100.000	-100.000	-100.000	100.000	69.107005	16.735194
2.000	-0.007	-0.009	-0.000	0.002	-0.013	-0.095	2.741	0.032	-12382.979	-362.004	11055.710	929.126	-100.000	100.000	-100.000	100.000	69.106989	16.735174
2.000	0.004	-0.006	-0.000	0.006	-0.019	-0.095	2.744	0.014	-12384.824	-361.959	11054.940	929.126	-100.000	100.000	100.000	-100.000	69.106972	16.735154
2.000	0.013	-0.003	-0.000	-0.001	-0.014	-0.095	2.747	-0.001	-12386.671	-361.939	11054.174	929.126	100.000	-100.000	100.000	-100.000	69.106956	16.735135
2.000	0.015	-0.003	-0.000	0.002	0.004	-0.095	2.747	-0.005	-12388.519	-361.934	11053.409	929.126	-100.000	100.000	100.000	-100.000	69.106939	16.735115
2.000	0.010	-0.001	-0.000	-0.004	0.008	-0.095	2.749	0.002	-12390.368	-361.926	11052.646	929.126	100.000	-100.000	100.000	-100.000	69.106922	16.735096
2.000	0.003	-0.001	-0.000	0.005	0.010	-0.095	2.752	0.012	-12392.217	-361.906	11051.885	929.126	-100.000	100.000	-100.000	100.000	69.106906	16.735076
2.000	-0.003	0.002	0.000	-0.004	0.004	-0.095	2.757	0.020	-12394.069	-361.874	11051.131	929.126	100.000	-100.000	-100.000	100.000	69.106889	16.735057
2.000	-0.006	-0.000	-0.000	-0.002	0.001	-0.095	2.753	0.026	-12395.921	-361.832	11050.376	929.126	-100.000	100.000	-100.000	100.000	69.106872	16.735038
2.000	-0.004	-0.002	0.000	-0.003	-0.009	-0.095	2.749	0.022	-12397.770	-361.788	11049.616	929.126	-100.000	100.000	-100.000	100.000	69.106856	16.735019
2.000	0.004	-0.001	-0.000	-0.001	-0.006	-0.095	2.750	0.010	-12399.618	-361.757	11048.853	929.126	100.000	-100.000	100.000	-100.000	69.106839	16.734999
2.000	0.006	-0.002	-0.000	-0.010	0.004	-0.095	2.745	0.008	-12401.466	-361.736	11048.087	929.126	100.000	-100.000	100.000	-100.000	69.106823	16.734980
2.000	0.002	-0.005	-0.000	-0.003	0.008	-0.095	2.740	0.015	-12403.310	-361.710	11047.313	929.126	100.000	-100.000	100.000	-100.000	69.106806	16.734960
2.000	-0.002	-0.005	-0.000	0.003	0.001	-0.095	2.740	0.020	-12405.152	-361.675	11046.535	929.126	-100.000	100.000	-100.000	100.000	69.106789	16.734940
2.000	-0.001	-0.002	-0.000	0.008	0.002	-0.095	2.748	0.018	-12406.997	-361.640	11045.763	929.126	-100.000	100.000	-100.000	100.000	69.106773	16.734920
2.000	-0.001	0.002	-0.000	0.009	-0.002	-0.095	2.756	0.016	-12408.846	-361.605	11045.003	929.126	-100.000	100.000	100.000	-100.000	69.106756	16.734901
2.000	0.000	0.005	-0.000	0.009	0.003	-0.095	2.763	0.015	-12410.700	-361.574	11044.254	929.126	-100.000	100.000	100.000	-100.000	69.106739	16.734882
2.000	-0.001	0.007	-0.000	-0.001	-0.002	-0.095	2.767	0.016	-12412.558	-361.541	11043.515	929.126	-100.000	100.000	-100.000	100.000	69.106723	16.734863
2.000	0.003	0.007	-0.000	0.002	-0.006	-0.095	2.768	0.008	-12414.417	-361.515	11042.778	929.126	-100.000	100.000	-100.000	100.000	69.106706	16.734844
2.000	0.005	0.006	-0.000	-0.003	0.003	-0.095	2.767	0.007	-12416.277	-361.496	11042.042	929.126	100.000	-100.000	100.000	-100.000	69.106689	16.734825
2.000	0.005	0.002	0.000	-0.002	-0.000	-0.095	2.760	0.006	-12418.134	-361.478	11041.300	929.126	-100.000	100.000	-100.000	100.000	69.106673	16.734807
2.000	0.006	0.003	-0.000	-0.001	0.001	-0.095	2.762	0.003	-12419.990	-361.464	11040.555	929.126	100.000	-100.000	100.000	-100.000	69.106656	16.734788
2.000	0.005	0.002	-0.000	0.001	0.008	-0.095	2.761	0.006	-12421.846	-361.450	11039.811	929.126	-100.000	100.000	100.000	-100.000	69.106639	16.734769
2.000	0.002	0.002	0.000	0.003	0.009	-0.095	2.762	0.010	-12423.703	-361.431	11039.067	929.126	-32.183	32.183	100.000	-100.000	69.106623	16.734750
2.000	-0.003	0.002	0.000	0.002	0.005	-0.095	2.764	0.017	-12425.560	-361.403	11038.326	929.126	-100.000	100.000	100.000	-100.000	69.106606	16.734731
2.000	-0.005	0.001	0.000	-0.004	-0.001	-0.095	2.762	0.020	-12427.418	-361.369	11037.586	929.126	-68.764	68.764	-100.000	100.000	69.106589	16.734712
2.000	-0.002	0.000	0.000	0.004	-0.002	-0.095	2.761	0.016	-12429.274	-361.336	11036.842	929.126	-100.000	100.000	100.000	-100.000	69.106572	16.734693
2.000	-0.002	0.000	0.000	-0.003	0.001	-0.095	2.760	0.017	-12431.130	-361.306	11036.098	929.126	100.000	-100.000	100.000	-100.000	69.106556	16.734674
2.000	-0.003	-0.001	-0.000	-0.004	-0.004	-0.095	2.756	0.019	-12432.985	-361.271	11035.351	929.126	100.000	-100.000	-100.000	100.000	69.106539	16.734655
2.000	0.001	-0.000	-0.000	0.002	-0.000	-0.095	2.758	0.013	-12434.839	-361.241	11034.601	929.126	100.000	-100.000	100.000	-100.000	69.106522	16.734636
2.000	0.001	0.000	-0.000	0.004	-0.004	-0.095	2.760	0.012	-12436.694	-361.215	11033.855	929.126	-100.000	100.000	-100.000	100.000	69.106506	16.734617
2.000	0.005	0.003	-0.000	0.003	-0.012	-0.095	2.765	0.003	-12438.552	-361.196	11033.113	929.126	100.000	-100.000	-100.000	100.000	69.106489	16.734598
2.000	0.008	0.003	-0.000	-0.000	0.002	-0.095	2.764	-0.000	-12440.410	-361.189	11032.375	929.126	-100.000	100.000	-100.000	100.000	69.106472	16.734579
2.000	0.004	0.003	-0.000	0.003	0.011	-0.095	2.766	0.007	-12442.269	-361.177	11031.638	929.126	100.000	-100.000	100.000	-100.000	69.106456	16.734560
2.000	-0.001	0.002	-0.000	-0.004	0.007	-0.095	2.766	0.013	-12444.129	-361.155	11030.903	929.126	100.000	-100.000	100.000	-100.000	69.106439	16.734541
2.000	-0.005	0.002	-0.000	-0.006	0.007	-0.095	2.765	0.021	-12445.989	-361.124	11030.167	929.126	100.000	-100.000	100.000	-100.000	69.106422	16.734523
